question,outcome,model_family,analysis_role,n_primary_sample,n_effective,n_missing_outcome,n_missing_predictors,missingness_policy,analysis_scope,validation_scope,holdout_used,status,term,estimate,std_error_hc3,p_value,r2_in_sample,adj_r2_in_sample,cv_r2_mean,cv_r2_sd,cv_rmse_mean,cv_note,ci95_low,ci95_high,ci_method,bootstrap_success_rate,external_validation_used,independent_prediction,causal_claim
Q1,oxford_ind_company_investment_emerging_tech,linear_regression_parsimonious,primary,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,4.7295748294962765,1.5162173420746279,0.0018126583287558621,0.47236325310466243,0.4307077204550305,0.07549562121611358,0.6668953456070268,18.66775791214185,repeated_kfold_internal_not_external_test,1.9647598528214976,7.220115938667167,percentile_fallback_or_bca_if_available,1.0,False,False,False
Q1,oxford_ind_company_investment_emerging_tech,linear_regression_parsimonious,primary,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,2.2475135488873184,0.8178286651545444,0.0059933097126877895,0.46252506694552165,0.4200928353885891,0.0662735321711414,0.6111134541977081,18.81286847199762,repeated_kfold_internal_not_external_test,0.8728730248195399,3.7049596606958426,percentile_fallback_or_bca_if_available,1.0,False,False,False
Q1,oxford_ind_company_investment_emerging_tech,linear_regression_parsimonious,primary,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,tr_ley_ia_vigente,-3.8259436591183286e-14,1.2747913308756576e-14,0.0026889022183626387,0.3397276582634302,0.3058675381743753,-0.1263205987055278,0.7278108805303212,20.760016393591858,repeated_kfold_internal_not_external_test,-6.786612729775539e-12,6.651635221933955e-12,percentile_fallback_or_bca_if_available,1.0,False,False,False
Q1,oxford_ind_ai_unicorns_log,linear_regression_parsimonious,primary,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,7.1333329509672,2.9008426773520544,0.013930310622762572,0.34648585022365186,0.2948926278728875,-0.24881488755232836,1.007315981981562,19.513757029078125,repeated_kfold_internal_not_external_test,2.372578458074769,11.991941680034074,percentile_fallback_or_bca_if_available,1.0,False,False,False
Q1,oxford_ind_ai_unicorns_log,linear_regression_parsimonious,primary,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,3.306718760982968,1.2594741251092245,0.008652797471541521,0.30625182998883516,0.2514822376195327,-0.19643053474135785,0.9234328573216444,19.414993229442622,repeated_kfold_internal_not_external_test,1.2414192605984733,5.877225154810774,percentile_fallback_or_bca_if_available,1.0,False,False,False
Q1,oxford_ind_ai_unicorns_log,linear_regression_parsimonious,primary,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,tr_ley_ia_vigente,1.987964900528652e-15,2.1325680062985208e-14,0.925729344462376,0.008371596525522773,-0.04248114211419396,-0.3395607809927156,0.5949202428072109,21.522518884562558,repeated_kfold_internal_not_external_test,-2.4204816545603743e-12,2.2642467096572657e-12,percentile_fallback_or_bca_if_available,1.0,False,False,False
Q1,oxford_ind_vc_availability,linear_regression_parsimonious,primary,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,7.760175486030623,2.618895283938996,0.0030450967918652845,0.34033588313897745,0.288257137071002,-0.21698669269467483,1.0684591137908623,28.08585597043567,repeated_kfold_internal_not_external_test,2.2412280699013114,12.552765886743094,percentile_fallback_or_bca_if_available,1.0,False,False,False
Q1,oxford_ind_vc_availability,linear_regression_parsimonious,primary,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,4.271500851423644,1.2671365280967246,0.0007489937327761685,0.3856121768165297,0.3371078749862557,-0.12416249043115951,0.9351120157212551,26.86186502840996,repeated_kfold_internal_not_external_test,1.6976397926379345,6.575008111531408,percentile_fallback_or_bca_if_available,1.0,False,False,False
Q1,oxford_ind_vc_availability,linear_regression_parsimonious,primary,43,42,0,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,tr_ley_ia_vigente,-4.2369008046811576e-14,2.234311959936376e-14,0.0579218629455241,0.15338735442734874,0.10997132132105891,-0.40943668868046224,1.0552518502174972,30.8845828508485,repeated_kfold_internal_not_external_test,-7.549487217604716e-12,7.2689081749905384e-12,percentile_fallback_or_bca_if_available,1.0,False,False,False
Q1,wipo_c_vencapdeal_score,linear_regression_parsimonious,primary,43,40,3,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_binding,8.305370884368418,3.05736730380096,0.006597406979021407,0.35418617449552825,0.30036835570348897,-0.8681529570966288,3.013763823040006,29.325380616355314,repeated_kfold_internal_not_external_test,1.9992901650432369,13.397797073339612,percentile_fallback_or_bca_if_available,1.0,False,False,False
Q1,wipo_c_vencapdeal_score,linear_regression_parsimonious,primary,43,40,3,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,n_non_binding,4.302549149609762,1.5514651438162015,0.005550513434896965,0.3767872202059033,0.32485282188972864,-0.8137934352293026,2.617231811882132,28.84889364001023,repeated_kfold_internal_not_external_test,1.369634448830791,6.922033926704976,percentile_fallback_or_bca_if_available,1.0,False,False,False
Q1,wipo_c_vencapdeal_score,linear_regression_parsimonious,primary,43,40,3,1,listwise_deletion_on_required_y_x_no_imputation,full_preregistered_sample_available_by_outcome,internal_resampling_not_external_test,False,ok,tr_ley_ia_vigente,8.940604335828719e-14,4.7681214098563425e-14,0.060781855793529696,0.1511068499061088,0.10522073368481744,-0.9778044963252285,3.290553776353461,32.202245992138856,repeated_kfold_internal_not_external_test,-6.9924464940486966e-12,6.755308866056795e-12,percentile_fallback_or_bca_if_available,1.0,False,False,False
